Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price
Maruti Suzuki,Alto,V,Hatchback,Manual,CNG,2020,102877,1st,Tamil Nadu,No,6,17146.166666666668,862125
Hyundai,i20,SX,Hatchback,Manual,Diesel,2017,69184,1st,Tamil Nadu,No,9,7687.111111111111,937860
Mahindra,Scorpio,W8,SUV,Manual,Petrol,2002,83400,2nd,Maharashtra,No,24,3475.0,826790
Tata,Tiago,XZA+,Hatchback,Manual,Petrol,2017,142628,2nd,Maharashtra,No,9,15847.555555555555,254100
Nissan,Micra,XV,Hatchback,Manual,CNG,2014,163964,3rd+,West Bengal,No,12,13663.666666666666,452615
Ford,Figo,Titanium,Sedan,Manual,Petrol,2021,23790,1st,West Bengal,No,5,4758.0,1149500
Honda,Brio,VX,Hatchback,Manual,Petrol,2013,87125,3rd+,Rajasthan,No,13,6701.923076923077,613676
Maruti Suzuki,S-Presso,Z,Hatchback,Automatic,Petrol,2022,95418,1st,Tamil Nadu,No,4,23854.5,994801
Maruti Suzuki,Alto,Base,Hatchback,Manual,Petrol,2016,160128,2nd,Gujarat,No,10,16012.8,254100
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2006,82141,2nd,Uttar Pradesh,No,20,4107.05,574597
Honda,Amaze,ZX,Sedan,Manual,Petrol,2013,135940,3rd+,Chandigarh,No,13,10456.923076923076,572940
Honda,Jazz,ZX,Sedan,Manual,CNG,2021,170044,1st,Rajasthan,No,5,34008.8,1180605
Hyundai,Creta,SX,SUV,Manual,CNG,2023,50746,1st,Andhra Pradesh,No,3,16915.333333333332,1566424
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2021,132071,1st,Telangana,No,5,26414.2,356400
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2013,89374,3rd+,Delhi,No,13,6874.923076923077,426343
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2016,72897,2nd,Delhi,No,10,7289.7,176853
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2013,75678,1st,West Bengal,No,13,5821.384615384615,454766
Honda,City,ZX,Sedan,Manual,Petrol,2006,138456,3rd+,Maharashtra,No,20,6922.8,244412
Honda,City,S,Sedan,Manual,Diesel,2001,97603,3rd+,Delhi,No,25,3904.12,150009
Hyundai,Grand i10,SX(O),Hatchback,Manual,CNG,2015,179856,1st,Telangana,No,11,16350.545454545454,987525
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2019,46677,1st,Maharashtra,No,7,6668.142857142857,1182720
Hyundai,Aura,Base,Sedan,Manual,CNG,2021,173702,1st,Gujarat,No,5,34740.4,446737
Hyundai,i20,Asta,Hatchback,Manual,Petrol,2022,150120,1st,Maharashtra,No,4,37530.0,1155000
Honda,Amaze,E,Sedan,Manual,Petrol,2019,41840,2nd,Gujarat,No,7,5977.142857142857,1223068
Skoda,Superb,Style,Sedan,Manual,CNG,2017,10339,2nd,Rajasthan,No,9,1148.7777777777778,528143
Volkswagen,Polo,Trendline,Hatchback,Manual,Diesel,2012,137043,3rd+,Telangana,No,14,9788.785714285714,612562
Volkswagen,Ameo,Trendline,Sedan,Automatic,Electric,2020,90142,2nd,Maharashtra,Yes,6,15023.666666666666,1276892
Hyundai,i10,Base,Hatchback,Manual,CNG,2009,14063,1st,Rajasthan,No,17,827.2352941176471,893475
Hyundai,Verna,Era,Sedan,Automatic,CNG,2019,140515,1st,Delhi,No,7,20073.571428571428,286656
Maruti Suzuki,Alto,Base,Hatchback,Manual,CNG,2019,103580,1st,Maharashtra,No,7,14797.142857142857,1097250
Toyota,Urban Cruiser,ZX,SUV,Manual,Diesel,2020,139608,1st,Uttar Pradesh,No,6,23268.0,1131165
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2017,76462,2nd,Uttar Pradesh,Yes,9,8495.777777777777,306441
Tata,Tiago,XT,Hatchback,Automatic,Petrol,2016,161378,1st,Assam,No,10,16137.8,438900
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2023,61617,1st,Delhi,No,3,20539.0,551232
Maruti Suzuki,Celerio,L,Hatchback,Manual,Diesel,2022,92301,1st,Uttar Pradesh,No,4,23075.25,1031472
Nissan,Terrano,XV Premium,SUV,Manual,Petrol,2019,134351,1st,Delhi,No,7,19193.0,545737
Hyundai,Grand i10,Base,Hatchback,Automatic,Petrol,2015,170320,1st,Uttarakhand,No,11,15483.636363636364,438900
Mahindra,Thar,W6,SUV,Manual,Petrol,2022,108522,2nd,Kerala,No,4,27130.5,1250865
Hyundai,Creta,Asta,SUV,Manual,Petrol,2016,60639,1st,Tamil Nadu,No,10,6063.9,1406790
Maruti Suzuki,Swift,V,Sedan,Automatic,Diesel,2020,32660,1st,Maharashtra,No,6,5443.333333333333,1379400
Toyota,Innova,VX,MPV,Manual,Petrol,2011,66066,1st,Delhi,No,15,4404.4,947430
Honda,City,S,Sedan,Manual,Petrol,2001,24375,2nd,Kerala,No,25,975.0,786258
Maruti Suzuki,S-Presso,V,Hatchback,Manual,CNG,2023,131185,2nd,West Bengal,No,3,43728.333333333336,1034550
Hyundai,i20,Asta,Hatchback,Manual,Petrol,2012,95458,3rd+,Other UTs,Yes,14,6818.428571428572,413834
Jaguar,XF,R-Dynamic,Sedan,Manual,Diesel,2015,48565,2nd,Rajasthan,No,11,4415.0,1000692
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2017,100154,2nd,Tamil Nadu,No,9,11128.222222222223,434511
Mahindra,Scorpio,W8(O),SUV,Manual,Petrol,2023,137032,2nd,West Bengal,No,3,45677.333333333336,1067220
Toyota,Urban Cruiser,G,SUV,Manual,Petrol,2020,171486,1st,Delhi,No,6,28581.0,519750
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2019,42802,1st,Karnataka,Yes,7,6114.571428571428,1091180
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2020,38723,1st,West Bengal,No,6,6453.833333333333,1544400
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2019,58989,2nd,Gujarat,No,7,8427.0,1209678
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,CNG,2021,81736,1st,Delhi,No,5,16347.2,392752
Hyundai,Grand i10,Asta,Hatchback,Manual,Diesel,2023,123474,1st,Tamil Nadu,No,3,41158.0,247500
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2010,148828,2nd,Puducherry,No,16,9301.75,651766
Toyota,Etios,VX,Sedan,Manual,Petrol,2016,10085,1st,Himachal Pradesh,No,10,1008.5,1137150
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2012,85545,3rd+,Delhi,No,14,6110.357142857143,592143
Honda,WR-V,E,SUV,Manual,Diesel,2020,62118,1st,Tamil Nadu,No,6,10353.0,1306305
Tata,Tiago,XZ,Hatchback,Manual,Petrol,2016,106604,1st,Other UTs,Yes,10,10660.4,101386
Hyundai,i20,Sportz,Hatchback,Manual,Diesel,2017,138867,1st,Delhi,No,9,15429.666666666666,866250
Renault,Duster,RXZ,SUV,Manual,Diesel,2014,74408,2nd,Andhra Pradesh,No,12,6200.666666666667,672043
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2022,48422,2nd,Maharashtra,No,4,12105.5,580800
Maruti Suzuki,Alto,ZX,Hatchback,Automatic,Diesel,2006,44651,1st,Gujarat,No,20,2232.55,1006236
Nissan,Terrano,XV Premium (O),SUV,Manual,Petrol,2019,144242,1st,Kerala,No,7,20606.0,261843
Ford,Figo,Titanium,Sedan,Manual,CNG,2017,61959,2nd,Karnataka,No,9,6884.333333333333,957662
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Hybrid,2014,40993,1st,Gujarat,No,12,3416.0833333333335,932026
Maruti Suzuki,Ignis,ZX,Hatchback,Automatic,Petrol,2018,102584,1st,Tamil Nadu,Yes,8,12823.0,290308
Honda,Amaze,E,Sedan,Manual,Petrol,2023,64445,2nd,Telangana,No,3,21481.666666666668,880057
Renault,Kwid,RXT,Hatchback,Automatic,Petrol,2016,20956,1st,West Bengal,No,10,2095.6,1439900
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Diesel,2022,106000,1st,Kerala,No,4,26500.0,1496250
Tata,Tiago,XE,Hatchback,Manual,Petrol,2022,139455,1st,Rajasthan,No,4,34863.75,855000
Hyundai,Verna,Asta,Sedan,Manual,Petrol,2022,136525,1st,Maharashtra,No,4,34131.25,627000
Maruti Suzuki,Baleno,V,Hatchback,Manual,Diesel,2021,34390,1st,Maharashtra,Yes,5,6878.0,553736
Maruti Suzuki,Swift,ZX,Sedan,Automatic,Petrol,2017,56694,2nd,Tamil Nadu,No,9,6299.333333333333,1264114
Honda,Jazz,S,Sedan,Manual,Petrol,2016,75613,2nd,Karnataka,No,10,7561.3,280018
Maruti Suzuki,Ertiga,V,MPV,Manual,Diesel,2021,34700,1st,Delhi,Yes,5,6940.0,239278
Volkswagen,Taigun,Trendline,SUV,Manual,Diesel,2022,116102,1st,Gujarat,No,4,29025.5,1472625
Honda,Amaze,S,Sedan,Manual,Petrol,2019,108767,1st,Tamil Nadu,No,7,15538.142857142857,713212
Tata,Harrier,XZA+,SUV,Automatic,CNG,2021,59151,2nd,Tamil Nadu,No,5,11830.2,1108872
Maruti Suzuki,Alto,V,Hatchback,Manual,Hybrid,2006,166195,2nd,Kerala,No,20,8309.75,108627
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2019,131154,1st,Delhi,No,7,18736.285714285714,1247400
Skoda,Rapid,Ambition,Sedan,Manual,Petrol,2017,26380,1st,Maharashtra,No,9,2931.1111111111113,585200
Hyundai,i20,Magna,Hatchback,Manual,Petrol,2016,12197,1st,Gujarat,No,10,1219.7,231000
Honda,WR-V,E,SUV,Manual,CNG,2020,110740,1st,Maharashtra,No,6,18456.666666666668,1152112
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2016,49607,2nd,Tamil Nadu,No,10,4960.7,542080
Ford,Figo,Ambiente,Sedan,Manual,Petrol,2018,170636,1st,Maharashtra,No,8,21329.5,384037
Mahindra,Bolero,AX5,SUV,Automatic,CNG,2022,164043,1st,Delhi,No,4,41010.75,1086277
Mahindra,XUV500,W11,SUV,Manual,Diesel,2012,61135,1st,Maharashtra,No,14,4366.785714285715,497400
Honda,Amaze,VX,Sedan,Manual,Diesel,2018,123874,1st,Telangana,No,8,15484.25,219450
Hyundai,i20,SX,Hatchback,Manual,Petrol,2010,150068,2nd,Telangana,No,16,9379.25,638880
Toyota,Urban Cruiser,G+,SUV,Manual,Diesel,2020,100431,1st,Madhya Pradesh,No,6,16738.5,1496250
Tata,Nexon,XE,SUV,Automatic,Diesel,2017,65898,1st,Delhi,No,9,7322.0,1160601
Maruti Suzuki,Swift,V,Sedan,Manual,Diesel,2010,53793,1st,West Bengal,Yes,16,3362.0625,533368
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2013,155321,2nd,Delhi,No,13,11947.76923076923,251559
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2003,106236,2nd,Tamil Nadu,No,23,4618.95652173913,172497
Maruti Suzuki,Ignis,V,Hatchback,Manual,CNG,2023,96894,2nd,Telangana,No,3,32298.0,1440093
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2013,53732,2nd,Gujarat,No,13,4133.2307692307695,1000486
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2017,153591,1st,Delhi,No,9,17065.666666666668,288750
Hyundai,Creta,Sportz,SUV,Manual,Petrol,2020,27978,1st,Karnataka,No,6,4663.0,2194500
Ford,Aspire,Sports,Sedan,Manual,Diesel,2020,53396,1st,Delhi,No,6,8899.333333333334,1727385
Mahindra,XUV500,W6,SUV,Manual,Petrol,2018,101090,1st,Maharashtra,No,8,12636.25,545737
Maruti Suzuki,Celerio,L,Hatchback,Manual,Diesel,2016,116137,1st,Delhi,No,10,11613.7,554400
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2023,68134,1st,Telangana,No,3,22711.333333333332,1105335
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2018,119711,1st,Maharashtra,No,8,14963.875,221760
Hyundai,Aura,Magna,Sedan,Manual,Petrol,2023,111221,2nd,Karnataka,No,3,37073.666666666664,1379400
Hyundai,Grand i10,SX,Hatchback,Manual,Petrol,2017,20044,2nd,Telangana,No,9,2227.1111111111113,1084160
Maruti Suzuki,Celerio,L,Hatchback,Automatic,Petrol,2019,136387,1st,Maharashtra,No,7,19483.85714285714,365904
Maruti Suzuki,Alto,Z,Hatchback,Manual,CNG,2007,47143,1st,Gujarat,No,19,2481.2105263157896,663836
Mahindra,Scorpio,W8(O),SUV,Manual,CNG,2005,46294,1st,Tamil Nadu,No,21,2204.4761904761904,603487
Mahindra,XUV500,W8,SUV,Manual,Petrol,2021,172271,2nd,Kerala,No,5,34454.2,1053360
Hyundai,Aura,SX,Sedan,Manual,Petrol,2020,65244,2nd,Karnataka,No,6,10874.0,960062
Maruti Suzuki,Swift,Z,Sedan,Automatic,Petrol,2023,150704,2nd,Maharashtra,No,3,50234.666666666664,1035584
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2021,173491,1st,Maharashtra,No,5,34698.2,1346400
Hyundai,Aura,SX(O),Sedan,Automatic,Petrol,2022,72528,1st,Delhi,No,4,18132.0,300019
Maruti Suzuki,Dzire,Z,Sedan,Automatic,Electric,2015,62366,1st,Maharashtra,No,11,5669.636363636364,1131973
Chevrolet,Beat,LT,Hatchback,Manual,Petrol,2011,56618,1st,Delhi,No,15,3774.5333333333333,842160
MG,Astor,Smart,SUV,Manual,Petrol,2021,27545,1st,Uttar Pradesh,No,5,5509.0,1695750
Mahindra,TUV300,W6,SUV,Manual,Petrol,2020,83436,2nd,Karnataka,No,6,13906.0,1061121
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2022,123655,1st,Uttar Pradesh,No,4,30913.75,1462050
Nissan,Magnite,XL,SUV,Manual,Petrol,2022,144017,1st,Delhi,No,4,36004.25,606375
Honda,Jazz,S,Sedan,Manual,Diesel,2012,17081,1st,Maharashtra,No,14,1220.0714285714287,804650
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2018,83285,2nd,West Bengal,Yes,8,10410.625,148296
Toyota,Etios,V,Sedan,Manual,CNG,2010,113998,3rd+,Maharashtra,No,16,7124.875,214992
Mahindra,Bolero,W8,SUV,Manual,CNG,2005,11673,1st,Karnataka,No,21,555.8571428571429,905231
Hyundai,Venue,Sportz,SUV,Manual,Diesel,2019,149855,1st,Uttar Pradesh,Yes,7,21407.85714285714,561767
Honda,Jazz,ZX,Sedan,Manual,Petrol,2020,60169,2nd,Delhi,No,6,10028.166666666666,1036867
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2016,42519,1st,Karnataka,No,10,4251.9,242550
Hyundai,Verna,Asta,Sedan,Automatic,Diesel,2020,155293,2nd,Maharashtra,No,6,25882.166666666668,1289739
Maruti Suzuki,Swift,L,Sedan,Manual,CNG,2016,92020,1st,Gujarat,No,10,9202.0,1044722
Mahindra,Thar,W8,SUV,Manual,Petrol,2011,156889,3rd+,Telangana,No,15,10459.266666666666,535992
Honda,WR-V,ZX,SUV,Manual,Petrol,2019,160111,1st,Karnataka,No,7,22873.0,1113304
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2007,144805,2nd,Telangana,Yes,19,7621.315789473684,105819
Maruti Suzuki,Swift,V,Sedan,Automatic,Diesel,2009,63301,1st,Delhi,No,17,3723.5882352941176,165010
Toyota,Etios,G+,Sedan,Manual,Petrol,2017,179119,2nd,Karnataka,No,9,19902.11111111111,337953
Toyota,Glanza,G+,Hatchback,Manual,CNG,2022,47081,1st,Maharashtra,No,4,11770.25,627000
Mahindra,XUV500,W4,SUV,Manual,Petrol,2011,42799,1st,Uttar Pradesh,No,15,2853.266666666667,548625
Mahindra,Bolero,W10,SUV,Manual,CNG,2017,126815,2nd,West Bengal,Yes,9,14090.555555555555,459278
Maruti Suzuki,Baleno,Base,Hatchback,Automatic,Diesel,2017,118324,1st,Karnataka,No,9,13147.111111111111,381150
Honda,Amaze,VX,Sedan,Manual,Diesel,2019,62707,2nd,Tamil Nadu,No,7,8958.142857142857,448029
Honda,Jazz,VX,Sedan,Manual,Electric,2016,71376,1st,Maharashtra,No,10,7137.6,1190077
Hyundai,i10,Base,Hatchback,Manual,Petrol,2013,127953,2nd,Delhi,No,13,9842.538461538461,638880
Toyota,Fortuner,G,SUV,Manual,Petrol,2021,147244,2nd,North East,No,5,29448.8,1119195
MG,Hector,Super,SUV,Manual,Petrol,2023,96031,2nd,Gujarat,No,3,32010.333333333332,884268
Skoda,Superb,Ambition,Sedan,Manual,Petrol,2007,140508,2nd,Gujarat,No,19,7395.1578947368425,644869
Hyundai,Verna,SX(O),Sedan,Manual,Petrol,2018,125620,1st,Karnataka,No,8,15702.5,274312
Hyundai,i20,Magna,Hatchback,Manual,Petrol,2015,80421,2nd,Kerala,No,11,7311.0,152737
Maruti Suzuki,Alto,L,Hatchback,Manual,Diesel,2004,137628,2nd,Delhi,No,22,6255.818181818182,498326
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2019,146487,2nd,Tamil Nadu,No,7,20926.714285714286,780595
Maruti Suzuki,Celerio,Z,Hatchback,Manual,CNG,2016,66907,1st,Maharashtra,No,10,6690.7,1269627
Skoda,Slavia,Active,Sedan,Manual,CNG,2023,129850,1st,Bihar,No,3,43283.333333333336,643031
Mahindra,XUV500,W11,SUV,Manual,Petrol,2018,177324,2nd,Delhi,No,8,22165.5,480249
Ford,Aspire,Titanium+,Sedan,Automatic,Diesel,2017,15457,2nd,Rajasthan,No,9,1717.4444444444443,733840
Toyota,Etios,VX,Sedan,Manual,Petrol,2013,10348,1st,Punjab,No,13,796.0,843837
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2022,157040,2nd,Maharashtra,No,4,39260.0,533610
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2020,85603,2nd,Karnataka,No,6,14267.166666666666,336864
Jaguar,XF,R-Dynamic,Sedan,Manual,Diesel,2009,111476,2nd,Delhi,No,17,6557.411764705882,417268
Maruti Suzuki,S-Presso,V,Hatchback,Automatic,Diesel,2019,53023,1st,Tamil Nadu,No,7,7574.714285714285,221067
Hyundai,Creta,Sportz,SUV,Manual,Petrol,2021,59819,1st,Telangana,No,5,11963.8,904365
Hyundai,Creta,Sportz,SUV,Manual,Petrol,2023,116431,2nd,Tamil Nadu,No,3,38810.333333333336,990990
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2015,20588,2nd,Assam,No,11,1871.6363636363637,1011225
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2010,138444,3rd+,Other UTs,No,16,8652.75,512631
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2016,134783,2nd,Delhi,No,10,13478.3,559020
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2017,165761,2nd,Telangana,No,9,18417.88888888889,1013859
Renault,Kwid,RXT,Hatchback,Manual,Diesel,2015,21494,1st,Uttar Pradesh,No,11,1954.0,199500
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2022,37200,1st,Karnataka,No,4,9300.0,346500
Hyundai,Venue,Era,SUV,Manual,Petrol,2022,75499,2nd,Goa,No,4,18874.75,534580
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2020,128981,1st,Kerala,No,6,21496.833333333332,615600
Renault,Triber,RXL,MPV,Manual,Diesel,2021,11361,1st,Karnataka,No,5,2272.2,1320000
Maruti Suzuki,Celerio,L,Hatchback,Manual,Electric,2018,18704,1st,Maharashtra,No,8,2338.0,731808
Maruti Suzuki,S-Presso,ZX,Hatchback,Automatic,Petrol,2019,168114,2nd,Gujarat,Yes,7,24016.285714285714,869554
Mahindra,Scorpio,AX5,SUV,Automatic,Diesel,2021,40170,1st,Karnataka,No,5,8034.0,2159850
Toyota,Urban Cruiser,VX,SUV,Manual,Petrol,2022,40994,1st,Kerala,No,4,10248.5,1197000
Nissan,Micra,XV Premium (O),Hatchback,Manual,Petrol,2011,65311,1st,Maharashtra,No,15,4354.066666666667,263175
Maruti Suzuki,Alto,V,Hatchback,Manual,Diesel,2014,44585,2nd,Himachal Pradesh,No,12,3715.4166666666665,275880
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,CNG,2021,116204,1st,North East,No,5,23240.8,402063
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2017,45615,1st,Madhya Pradesh,No,9,5068.333333333333,332500
Hyundai,Venue,SX(O),SUV,Manual,Petrol,2019,101191,1st,West Bengal,Yes,7,14455.857142857143,241473
Kia,Carens,HTE,MPV,Manual,Petrol,2023,176975,2nd,West Bengal,No,3,58991.666666666664,290400
Maruti Suzuki,Alto,Base,Hatchback,Automatic,Petrol,2023,129841,1st,Tamil Nadu,No,3,43280.333333333336,1452000
Hyundai,Aura,SX,Sedan,Manual,Diesel,2021,86175,1st,Tamil Nadu,Yes,5,17235.0,1269028
Maruti Suzuki,Ignis,V,Hatchback,Manual,Diesel,2017,118237,2nd,Gujarat,Yes,9,13137.444444444445,146689
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2021,40466,2nd,Tamil Nadu,Yes,5,8093.2,639999
Maruti Suzuki,S-Presso,L,Hatchback,Automatic,Petrol,2023,49623,2nd,Delhi,No,3,16541.0,1533312
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2017,25271,1st,Rajasthan,No,9,2807.8888888888887,446879
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2021,158160,2nd,Gujarat,No,5,31632.0,304920
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2008,168694,3rd+,Karnataka,No,18,9371.888888888889,420285
Hyundai,Verna,Era,Sedan,Manual,Petrol,2023,30807,1st,Delhi,No,3,10269.0,1045000
Hyundai,Aura,Base,Sedan,Manual,Petrol,2022,31274,1st,Gujarat,No,4,7818.5,2090000
Kia,Carens,HTK,MPV,Manual,Petrol,2022,17683,1st,Karnataka,No,4,4420.75,1100000
Maruti Suzuki,Swift,Z,Sedan,Automatic,Hybrid,2019,97924,1st,Tamil Nadu,No,7,13989.142857142857,463080
Tata,Nexon,XT,SUV,Manual,Petrol,2017,177427,2nd,Telangana,No,9,19714.11111111111,693693
Hyundai,i20,SX(O),Hatchback,Manual,Petrol,2023,105973,2nd,Delhi,Yes,3,35324.333333333336,552294
Tata,Altroz,XZA+,Hatchback,Manual,Diesel,2020,11774,1st,Tamil Nadu,No,6,1962.3333333333333,2200000
Honda,Jazz,E,Sedan,Manual,Petrol,2010,175362,3rd+,Karnataka,No,16,10960.125,226307
Maruti Suzuki,S-Presso,Base,Hatchback,Automatic,Petrol,2023,56703,1st,Gujarat,No,3,18901.0,2105400
Ford,Aspire,Titanium,Sedan,Manual,Petrol,2017,21516,1st,Delhi,No,9,2390.6666666666665,219450
Hyundai,Venue,SX(O),SUV,Manual,Petrol,2023,175425,1st,Maharashtra,No,3,58475.0,519750
Maruti Suzuki,Swift,ZX,Sedan,Manual,CNG,2021,130148,1st,Madhya Pradesh,No,5,26029.6,1111158
Range Rover,Sport,SE,Luxury,Manual,Diesel,2019,155968,1st,West Bengal,No,7,22281.14285714286,1270500
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2023,126736,2nd,Delhi,No,3,42245.333333333336,1306800
Honda,Amaze,V,Sedan,Manual,Petrol,2017,86498,2nd,Delhi,No,9,9610.888888888889,168010
Maruti Suzuki,WagonR,L,Hatchback,Manual,Diesel,2012,64256,2nd,Haryana,No,14,4589.714285714285,307219
Maruti Suzuki,WagonR,ZX,Hatchback,Automatic,Diesel,2010,78774,2nd,Telangana,No,16,4923.375,165080
Tata,Nexon,XZA,SUV,Manual,Petrol,2022,96826,1st,Karnataka,No,4,24206.5,1004850
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2019,123979,2nd,West Bengal,No,7,17711.285714285714,1097712
Maruti Suzuki,Alto,Base,Hatchback,Manual,Petrol,2008,29905,1st,Delhi,No,18,1661.388888888889,1089000
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Diesel,2016,166364,2nd,Maharashtra,No,10,16636.4,768398
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2001,95406,2nd,Karnataka,No,25,3816.24,711456
Ford,Figo,Titanium,Sedan,Manual,Diesel,2010,70600,1st,Uttarakhand,No,16,4412.5,690954
Toyota,Etios,ZX,Sedan,Manual,Petrol,2013,177412,2nd,Puducherry,No,13,13647.076923076924,318434
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Electric,2021,40726,2nd,Delhi,No,5,8145.2,1264982
Hyundai,Aura,SX(O),Sedan,Manual,Diesel,2020,107243,2nd,North East,No,6,17873.833333333332,1012605
Kia,Carens,HTX+,MPV,Manual,Petrol,2022,112807,1st,Kerala,No,4,28201.75,1211250
Kia,Seltos,HTK,SUV,Automatic,Petrol,2020,45182,1st,Delhi,Yes,6,7530.333333333333,1096392
Maruti Suzuki,Swift,Z,Sedan,Manual,Petrol,2007,12358,2nd,Karnataka,No,19,650.421052631579,265534
Maruti Suzuki,Alto,Z,Hatchback,Manual,Diesel,2017,64882,1st,Uttar Pradesh,No,9,7209.111111111111,546729
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2018,58543,2nd,Tamil Nadu,No,8,7317.875,294756
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2008,120539,3rd+,Gujarat,No,18,6696.611111111111,355626
Maruti Suzuki,Dzire,V,Sedan,Automatic,Petrol,2022,112765,2nd,Delhi,No,4,28191.25,531069
Honda,City,S,Sedan,Manual,Petrol,2017,85234,2nd,West Bengal,No,9,9470.444444444445,504032
Maruti Suzuki,WagonR,L,Hatchback,Manual,Hybrid,2011,49420,1st,Telangana,No,15,3294.6666666666665,365904
Tata,Nexon,XE,SUV,Automatic,Diesel,2019,173299,1st,Delhi,No,7,24757.0,1000518
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2018,55144,2nd,Madhya Pradesh,No,8,6893.0,537634
Hyundai,Grand i10,Era,Hatchback,Manual,CNG,2020,37681,1st,Gujarat,No,6,6280.166666666667,418000
Maruti Suzuki,Ignis,V,Hatchback,Manual,Diesel,2017,154956,2nd,Himachal Pradesh,No,9,17217.333333333332,833909
Kia,Carens,HTK,MPV,Automatic,Petrol,2022,47170,1st,Madhya Pradesh,No,4,11792.5,1149500
Honda,City,VX,Sedan,Automatic,Petrol,2015,165828,2nd,Gujarat,No,11,15075.272727272728,318641
Maruti Suzuki,Alto,Base,Hatchback,Manual,Diesel,2020,74005,2nd,Karnataka,Yes,6,12334.166666666666,787530
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2007,65738,2nd,Delhi,No,19,3459.8947368421054,800388
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,CNG,2015,19036,1st,Uttar Pradesh,Yes,11,1730.5454545454545,253280
Jaguar,XE,Pure,Sedan,Manual,Diesel,2017,140742,1st,Karnataka,No,9,15638.0,1097250
Toyota,Urban Cruiser,G,SUV,Manual,Diesel,2020,112736,1st,Telangana,No,6,18789.333333333332,866250
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2017,52118,1st,Delhi,No,9,5790.888888888889,763686
MG,Astor,Super,SUV,Automatic,Petrol,2023,152840,1st,Tamil Nadu,No,3,50946.666666666664,285862
