Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year
Volkswagen,Taigun,Trendline,SUV,0,Diesel,176223,1,Gujarat,0,4,44055.75
Hyundai,Venue,Sportz,SUV,0,Diesel,111012,1,West Bengal,0,7,15858.857142857143
Maruti Suzuki,Alto,L,Hatchback,1,Diesel,48627,1,Tamil Nadu,0,15,3241.8
Honda,City,VX,Sedan,0,CNG,104134,3,Delhi,0,13,8010.307692307692
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,132353,1,Andhra Pradesh,0,3,44117.666666666664
Honda,City,VX,Sedan,0,Petrol,121940,2,Maharashtra,0,3,40646.666666666664
BMW,3 Series,Sport,Luxury,0,Petrol,114433,3,Karnataka,1,23,4975.347826086957
Maruti Suzuki,Swift,Base,Sedan,0,Diesel,153332,3,Gujarat,1,15,10222.133333333333
Renault,Triber,RXL,MPV,0,Petrol,98405,2,Tamil Nadu,0,4,24601.25
Hyundai,i20,Magna,Hatchback,0,Diesel,17287,1,Tamil Nadu,0,12,1440.5833333333333
Maruti Suzuki,Baleno,Base,Hatchback,0,Diesel,74865,1,Kerala,0,8,9358.125
Maruti Suzuki,Baleno,V,Hatchback,0,CNG,148834,1,Madhya Pradesh,0,4,37208.5
Volkswagen,Vento,Trendline,Sedan,1,Diesel,83465,2,Karnataka,0,15,5564.333333333333
Renault,Duster,RXL,SUV,0,Electric,30214,1,Odisha,0,3,10071.333333333334
Maruti Suzuki,WagonR,ZX,Hatchback,0,Petrol,67961,1,Karnataka,0,26,2613.8846153846152
Renault,Kwid,RXT,Hatchback,0,Petrol,89104,1,Tamil Nadu,0,7,12729.142857142857
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,71790,1,Uttar Pradesh,0,9,7976.666666666667
Hyundai,i20,SX(O),Hatchback,0,Diesel,69470,2,Karnataka,0,12,5789.166666666667
Honda,Amaze,VX,Sedan,0,Electric,173352,2,Delhi,0,4,43338.0
Toyota,Innova,G+,MPV,0,Diesel,102322,1,Tamil Nadu,0,10,10232.2
Skoda,Kushaq,Style,SUV,0,Hybrid,12662,1,Maharashtra,0,4,3165.5
Hyundai,Venue,Magna,SUV,0,Petrol,41389,2,Karnataka,0,6,6898.166666666667
MG,Hector,Savvy,SUV,1,Petrol,82661,1,Odisha,0,4,20665.25
Toyota,Innova,G,MPV,0,CNG,131175,1,Goa,0,9,14575.0
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,166043,2,Delhi,0,12,13836.916666666666
Range Rover,Sport,HSE,Luxury,1,Petrol,65469,2,Maharashtra,0,13,5036.076923076923
Renault,Kwid,RXZ,Hatchback,0,Petrol,117161,2,Delhi,0,3,39053.666666666664
Maruti Suzuki,Baleno,Base,Hatchback,1,Petrol,40935,2,Karnataka,0,5,8187.0
Maruti Suzuki,Alto,V,Hatchback,0,CNG,50410,1,Karnataka,0,15,3360.6666666666665
Ford,Aspire,Sports,Sedan,0,Diesel,162459,1,Kerala,0,6,27076.5
Maruti Suzuki,WagonR,L,Hatchback,0,CNG,30931,2,Delhi,0,21,1472.904761904762
Maruti Suzuki,Ertiga,L,MPV,0,Diesel,68150,1,Bihar,0,3,22716.666666666668
Tata,Nexon,XE,SUV,1,Diesel,96801,1,Haryana,0,8,12100.125
Skoda,Rapid,Style,Sedan,1,Petrol,131445,2,Uttar Pradesh,0,14,9388.92857142857
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,179068,2,Gujarat,0,5,35813.6
Volkswagen,Ameo,GT,Sedan,0,Hybrid,169365,2,Punjab,0,8,21170.625
Hyundai,Creta,Era,SUV,0,Petrol,117668,2,Odisha,1,9,13074.222222222223
Toyota,Glanza,VX,Hatchback,0,Petrol,35225,2,West Bengal,0,7,5032.142857142857
Maruti Suzuki,Celerio,Base,Hatchback,1,Electric,68186,1,Karnataka,0,5,13637.2
Range Rover,Velar,Autobiography,Luxury,0,Petrol,101002,1,Gujarat,0,5,20200.4
Hyundai,i20,SX(O),Hatchback,0,Petrol,134316,2,Tamil Nadu,0,3,44772.0
Hyundai,Creta,Base,SUV,1,Petrol,153051,2,West Bengal,0,8,19131.375
Tata,Tiago,XT,Hatchback,0,Diesel,45243,2,Karnataka,0,6,7540.5
Volkswagen,Polo,Trendline,Hatchback,0,Petrol,120239,2,Tamil Nadu,0,14,8588.5
Mahindra,Bolero,W11,SUV,0,Diesel,63176,1,Karnataka,0,12,5264.666666666667
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,144599,2,Karnataka,0,4,36149.75
Toyota,Urban Cruiser,E,SUV,0,Petrol,148211,1,Delhi,0,6,24701.833333333332
Honda,Jazz,VX,Sedan,0,Diesel,45582,1,Maharashtra,1,7,6511.714285714285
Maruti Suzuki,Ignis,Base,Hatchback,0,Petrol,106161,2,Telangana,0,8,13270.125
Maruti Suzuki,S-Presso,Base,Hatchback,1,Petrol,170724,2,Punjab,1,4,42681.0
Maruti Suzuki,Swift,ZX,Sedan,0,Petrol,179202,2,Gujarat,0,17,10541.29411764706
Toyota,Etios,G+,Sedan,0,Diesel,140641,3,Kerala,0,12,11720.083333333334
Maruti Suzuki,WagonR,Base,Hatchback,1,Petrol,136976,1,Kerala,0,8,17122.0
Tata,Tigor,XZA,Sedan,0,Diesel,31742,1,Delhi,0,4,7935.5
Maruti Suzuki,Alto,V,Hatchback,0,Diesel,76973,1,Gujarat,0,8,9621.625
Maruti Suzuki,Alto,L,Hatchback,0,Diesel,120000,2,West Bengal,0,20,6000.0
Hyundai,i10,SX,Hatchback,0,Petrol,137295,2,Haryana,0,17,8076.176470588235
Volkswagen,Vento,Trendline,Sedan,1,Diesel,120902,1,Tamil Nadu,0,8,15112.75
Tata,Harrier,XZA+,SUV,0,Petrol,71834,1,Kerala,0,7,10262.0
Toyota,Etios,E,Sedan,0,Diesel,140539,2,Tamil Nadu,0,7,20077.0
Hyundai,Aura,Era,Sedan,0,Electric,105345,2,Telangana,0,6,17557.5
Hyundai,Verna,Magna,Sedan,0,Petrol,140927,2,Maharashtra,0,13,10840.538461538461
Toyota,Fortuner,V,SUV,0,Diesel,163389,1,Gujarat,0,5,32677.8
Toyota,Urban Cruiser,ZX,SUV,0,Diesel,139608,1,Uttar Pradesh,0,6,23268.0
Maruti Suzuki,Swift,V,Sedan,1,CNG,157552,2,Andhra Pradesh,0,18,8752.888888888889
Mahindra,XUV500,AX3,SUV,0,Petrol,124855,1,Karnataka,0,7,17836.428571428572
Hyundai,Grand i10,SX(O),Hatchback,0,Diesel,72580,1,Delhi,0,13,5583.076923076923
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,93226,1,Uttar Pradesh,0,10,9322.6
Tata,Nexon,XT,SUV,0,Petrol,107767,1,Telangana,0,4,26941.75
Renault,Triber,RXZ,MPV,1,Diesel,112235,1,Rajasthan,1,4,28058.75
Maruti Suzuki,Ignis,Base,Hatchback,0,Petrol,73288,1,Karnataka,0,4,18322.0
Ford,Aspire,Ambiente,Sedan,0,CNG,68511,1,West Bengal,0,9,7612.333333333333
Maruti Suzuki,S-Presso,V,Hatchback,1,Petrol,93145,1,Telangana,0,5,18629.0
Tata,Nexon,XZA+,SUV,0,Petrol,61038,1,Kerala,1,8,7629.75
Honda,WR-V,V,SUV,1,Electric,111088,2,Maharashtra,0,8,13886.0
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,117519,2,Kerala,0,15,7834.6
Hyundai,Venue,Sportz,SUV,0,Petrol,24304,1,Telangana,0,6,4050.6666666666665
Skoda,Octavia,Monte Carlo,Sedan,0,Petrol,145916,2,Maharashtra,0,3,48638.666666666664
Maruti Suzuki,Celerio,L,Hatchback,0,CNG,168819,1,Maharashtra,0,6,28136.5
Volkswagen,Polo,Comfortline,Hatchback,0,Petrol,103043,2,Maharashtra,1,15,6869.533333333334
MG,Astor,Smart,SUV,0,Petrol,146571,2,Karnataka,0,5,29314.2
Hyundai,Creta,Base,SUV,1,Petrol,172751,1,Maharashtra,0,10,17275.1
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,15998,1,Maharashtra,0,5,3199.6
Maruti Suzuki,S-Presso,L,Hatchback,1,CNG,43779,2,Maharashtra,0,6,7296.5
Mahindra,XUV500,AX3,SUV,1,Petrol,105452,1,Maharashtra,0,7,15064.57142857143
Honda,Brio,S,Hatchback,0,Diesel,129319,3,Delhi,1,14,9237.07142857143
MG,Astor,Smart,SUV,0,Diesel,157626,1,Maharashtra,0,4,39406.5
Maruti Suzuki,Baleno,L,Hatchback,1,Petrol,150935,2,Maharashtra,0,8,18866.875
Honda,Amaze,ZX,Sedan,0,Electric,110481,2,Odisha,0,7,15783.0
Honda,Jazz,E,Sedan,0,Petrol,55386,2,Telangana,0,5,11077.2
Hyundai,i20,Era,Hatchback,0,Diesel,111604,1,Maharashtra,0,6,18600.666666666668
Volkswagen,Vento,Trendline,Sedan,0,Petrol,71365,1,Karnataka,1,15,4757.666666666667
Hyundai,Verna,Sportz,Sedan,0,Diesel,41105,2,Maharashtra,0,12,3425.4166666666665
Toyota,Glanza,VX,Hatchback,0,Diesel,68916,1,Karnataka,0,3,22972.0
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,66136,1,Karnataka,0,4,16534.0
Maruti Suzuki,Ertiga,ZX,MPV,0,CNG,48483,1,Kerala,0,8,6060.375
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,97931,2,Bihar,0,5,19586.2
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,150374,2,Delhi,0,12,12531.166666666666
Volkswagen,Vento,Trendline,Sedan,0,Diesel,51880,1,Delhi,0,9,5764.444444444444
Hyundai,i20,Asta,Hatchback,0,Petrol,127150,2,Madhya Pradesh,0,7,18164.285714285714
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,29956,1,Rajasthan,0,6,4992.666666666667
Hyundai,Aura,Magna,Sedan,0,Diesel,112439,1,Maharashtra,0,4,28109.75
Tata,Harrier,XM,SUV,0,Petrol,120723,1,Uttar Pradesh,0,7,17246.14285714286
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,71792,1,Karnataka,0,6,11965.333333333334
Skoda,Superb,L&K,Sedan,0,Diesel,22620,2,Tamil Nadu,0,16,1413.75
Maruti Suzuki,Baleno,V,Hatchback,1,Diesel,162130,1,Gujarat,0,4,40532.5
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,161238,3,Gujarat,0,14,11517.0
Toyota,Urban Cruiser,E,SUV,0,Petrol,119997,1,Punjab,1,6,19999.5
Renault,Kiger,RXT,SUV,0,Diesel,38377,1,Karnataka,0,5,7675.4
Maruti Suzuki,Ignis,Z,Hatchback,0,Diesel,142283,1,Rajasthan,1,7,20326.14285714286
Renault,Triber,RXZ,MPV,0,CNG,163013,1,Tamil Nadu,0,5,32602.6
Maruti Suzuki,WagonR,V,Hatchback,0,Diesel,132691,2,Gujarat,0,19,6983.736842105263
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,73826,1,Karnataka,0,7,10546.57142857143
Hyundai,i10,Era,Hatchback,1,Electric,122482,3,Gujarat,0,16,7655.125
Tata,Altroz,XM,Hatchback,0,CNG,128404,1,Uttar Pradesh,0,3,42801.333333333336
Hyundai,Venue,Asta,SUV,0,Petrol,134123,1,Maharashtra,0,4,33530.75
Maruti Suzuki,WagonR,Base,Hatchback,1,CNG,47987,1,Punjab,0,5,9597.4
Hyundai,Grand i10,Era,Hatchback,0,Petrol,36091,1,Delhi,0,6,6015.166666666667
Maruti Suzuki,Celerio,L,Hatchback,0,Petrol,133184,1,Himachal Pradesh,0,7,19026.285714285714
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,73292,1,Karnataka,0,7,10470.285714285714
Honda,Amaze,E,Sedan,0,Hybrid,56850,2,Odisha,0,8,7106.25
Mahindra,Thar,W11,SUV,0,Diesel,63828,1,Gujarat,0,13,4909.846153846154
Chevrolet,Tavera,Base,MPV,0,Petrol,33148,1,Maharashtra,0,18,1841.5555555555557
Toyota,Urban Cruiser,ZX,SUV,0,CNG,22841,1,Delhi,0,5,4568.2
Maruti Suzuki,Alto,L,Hatchback,0,Hybrid,155400,1,Delhi,0,4,38850.0
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,88714,1,Tamil Nadu,0,4,22178.5
Tata,Tiago,XZ,Hatchback,0,Petrol,104322,2,Kerala,0,7,14903.142857142857
Ford,Aspire,Trend+,Sedan,0,Diesel,49631,1,Telangana,0,10,4963.1
Toyota,Etios,V,Sedan,0,Petrol,120126,2,Gujarat,0,14,8580.42857142857
Maruti Suzuki,WagonR,Z,Hatchback,1,Petrol,72634,1,Tamil Nadu,0,25,2905.36
Hyundai,Grand i10,Sportz,Hatchback,0,Diesel,81832,2,Tamil Nadu,0,13,6294.7692307692305
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,55620,2,West Bengal,0,7,7945.714285714285
Hyundai,i10,Sportz,Hatchback,0,Petrol,167355,2,Delhi,1,13,12873.461538461539
Maruti Suzuki,Baleno,Z,Hatchback,0,Diesel,35681,1,Maharashtra,0,5,7136.2
Hyundai,Verna,Era,Sedan,0,Diesel,38155,1,Chhattisgarh,0,18,2119.722222222222
Toyota,Fortuner,G,SUV,1,Petrol,52892,2,Delhi,0,3,17630.666666666668
Maruti Suzuki,Dzire,Base,Sedan,0,Diesel,105723,2,Karnataka,1,13,8132.538461538462
Hyundai,i20,SX(O),Hatchback,1,Petrol,21233,1,Tamil Nadu,0,11,1930.2727272727273
Hyundai,Grand i10,Era,Hatchback,0,Electric,166728,2,Maharashtra,1,11,15157.09090909091
Maruti Suzuki,S-Presso,ZX,Hatchback,1,Diesel,167923,1,Karnataka,1,5,33584.6
Skoda,Octavia,Active,Sedan,0,Petrol,10251,1,Delhi,0,21,488.14285714285717
Maruti Suzuki,Celerio,Z,Hatchback,0,CNG,70156,1,Kerala,0,11,6377.818181818182
Jaguar,XF,R-Dynamic,Sedan,0,Petrol,153656,3,Tamil Nadu,0,16,9603.5
Maruti Suzuki,WagonR,ZX,Hatchback,1,Petrol,166388,3,Madhya Pradesh,1,16,10399.25
Honda,City,VX,Sedan,0,CNG,61334,2,Uttar Pradesh,0,22,2787.909090909091
Mahindra,Bolero,W8,SUV,0,Petrol,78692,2,Andhra Pradesh,0,18,4371.777777777777
Maruti Suzuki,Swift,V,Sedan,0,Petrol,131031,2,Maharashtra,0,10,13103.1
Ford,Endeavour,Titanium,SUV,0,Petrol,32662,1,Tamil Nadu,0,14,2333.0
Hyundai,i20,Magna,Hatchback,0,Diesel,124176,3,Maharashtra,1,14,8869.714285714286
Maruti Suzuki,Swift,ZX,Sedan,0,Diesel,105768,2,Karnataka,0,9,11752.0
Toyota,Innova,VX,MPV,0,Diesel,100989,2,Gujarat,0,13,7768.384615384615
Honda,WR-V,VX,SUV,0,CNG,170442,2,Madhya Pradesh,0,4,42610.5
Hyundai,Creta,Asta,SUV,0,Diesel,72642,1,Delhi,0,8,9080.25
Volkswagen,Ameo,Highline,Sedan,0,Hybrid,88709,2,Uttar Pradesh,0,9,9856.555555555555
Tata,Tigor,XM,Sedan,0,Petrol,43880,2,Karnataka,0,7,6268.571428571428
Maruti Suzuki,Ertiga,V,MPV,1,Diesel,40063,2,Gujarat,0,12,3338.5833333333335
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,142805,3,Maharashtra,0,23,6208.913043478261
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,114005,1,Tamil Nadu,1,8,14250.625
Honda,Jazz,V,Sedan,0,Diesel,96537,3,Maharashtra,0,12,8044.75
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,150647,2,Delhi,0,4,37661.75
Volkswagen,Polo,Highline+,Hatchback,0,Petrol,19367,1,Gujarat,0,16,1210.4375
Toyota,Fortuner,ZX,SUV,0,Petrol,147633,1,Kerala,0,6,24605.5
Maruti Suzuki,Swift,Z,Sedan,1,Hybrid,104458,2,Uttarakhand,0,5,20891.6
Maruti Suzuki,Celerio,L,Hatchback,0,Petrol,133801,1,Maharashtra,0,5,26760.2
Tata,Nexon,XZ,SUV,0,CNG,59211,2,Delhi,0,7,8458.714285714286
Honda,City,S,Sedan,0,Petrol,13972,2,Maharashtra,1,17,821.8823529411765
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,105594,1,Telangana,0,5,21118.8
Maruti Suzuki,Baleno,V,Hatchback,0,Petrol,165837,1,West Bengal,0,10,16583.7
Hyundai,Grand i10,Asta,Hatchback,0,Petrol,148006,3,Karnataka,0,12,12333.833333333334
Maruti Suzuki,WagonR,V,Hatchback,1,Petrol,105349,3,Goa,0,24,4389.541666666667
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,29586,1,Tamil Nadu,0,16,1849.125
Hyundai,Creta,Base,SUV,1,Petrol,113705,2,Karnataka,0,4,28426.25
BMW,3 Series,M Sport,Luxury,1,CNG,25287,1,Maharashtra,0,22,1149.409090909091
Volkswagen,Vento,Highline,Sedan,1,Diesel,41213,2,Maharashtra,0,11,3746.6363636363635
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,167270,1,Delhi,0,5,33454.0
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,102433,1,Rajasthan,0,3,34144.333333333336
Mahindra,Thar,W8,SUV,0,Petrol,19878,2,Delhi,0,9,2208.6666666666665
Maruti Suzuki,Celerio,L,Hatchback,0,Diesel,125631,1,Kerala,0,11,11421.0
Mahindra,Scorpio,W4,SUV,0,Petrol,76377,1,Delhi,0,14,5455.5
Honda,Jazz,VX,Sedan,0,Hybrid,61440,1,Haryana,0,7,8777.142857142857
Toyota,Innova,VX,MPV,0,Petrol,47978,1,Delhi,0,7,6854.0
Honda,Jazz,ZX,Sedan,0,Diesel,29634,1,Puducherry,0,12,2469.5
MG,ZS EV,Style,Luxury,0,Petrol,160436,1,Telangana,0,3,53478.666666666664
Tata,Tiago,XZA+,Hatchback,0,Diesel,152534,1,Delhi,0,6,25422.333333333332
Maruti Suzuki,Ertiga,L,MPV,1,Petrol,84856,2,Kerala,0,6,14142.666666666666
Tata,Nexon,XZA+,SUV,1,Petrol,173889,1,Kerala,0,9,19321.0
Hyundai,Venue,SX,SUV,0,Petrol,100658,1,Delhi,0,6,16776.333333333332
Toyota,Urban Cruiser,ZX,SUV,1,Diesel,55126,1,Maharashtra,0,5,11025.2
Maruti Suzuki,Alto,Z,Hatchback,1,Petrol,37332,2,Maharashtra,0,20,1866.6
Maruti Suzuki,S-Presso,V,Hatchback,0,Diesel,63420,2,Karnataka,0,5,12684.0
Mahindra,XUV500,W10,SUV,1,Petrol,54734,2,Maharashtra,0,13,4210.307692307692
Volkswagen,Taigun,GT,SUV,0,Petrol,15388,1,Karnataka,0,5,3077.6
Hyundai,Venue,SX,SUV,0,Petrol,62334,2,Kerala,0,4,15583.5
Toyota,Glanza,V,Hatchback,0,Diesel,25132,1,Maharashtra,1,7,3590.285714285714
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,162922,2,Andhra Pradesh,0,10,16292.2
Ford,EcoSport,Trend+,SUV,0,Electric,68976,1,Maharashtra,0,6,11496.0
Hyundai,Aura,Base,Sedan,0,CNG,151203,1,Rajasthan,1,3,50401.0
Tata,Nexon,XM,SUV,0,Petrol,111780,2,Haryana,0,7,15968.57142857143
Mahindra,TUV300,AX5,SUV,0,Petrol,25597,2,Maharashtra,0,7,3656.714285714286
Toyota,Fortuner,V,SUV,0,Petrol,89264,2,Delhi,0,10,8926.4
Jaguar,XE,Prestige,Sedan,1,Diesel,30549,1,Karnataka,0,6,5091.5
Maruti Suzuki,Baleno,V,Hatchback,0,Diesel,112435,2,West Bengal,0,4,28108.75
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,153802,2,Telangana,0,6,25633.666666666668
Ford,Endeavour,Trend,SUV,0,Petrol,157550,1,Telangana,0,6,26258.333333333332
Hyundai,Verna,Sportz,Sedan,0,Hybrid,20913,2,Telangana,0,19,1100.6842105263158
Maruti Suzuki,Celerio,Base,Hatchback,0,Hybrid,18532,1,Maharashtra,0,9,2059.1111111111113
Maruti Suzuki,Alto,L,Hatchback,0,Diesel,166192,2,Karnataka,1,5,33238.4
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,166680,1,Maharashtra,0,7,23811.428571428572
Honda,Brio,VX,Hatchback,1,Diesel,139847,2,Uttar Pradesh,0,8,17480.875
Volkswagen,Polo,Highline,Hatchback,0,Petrol,166264,1,Uttar Pradesh,0,6,27710.666666666668
Mahindra,TUV300,AX7,SUV,0,CNG,22181,2,Delhi,0,7,3168.714285714286
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,174553,1,Gujarat,0,4,43638.25
Audi,A4,Technology,Sedan,0,Petrol,148471,2,Delhi,0,16,9279.4375
Mahindra,TUV300,AX3,SUV,0,Petrol,151241,1,Gujarat,1,8,18905.125
Hyundai,Creta,Sportz,SUV,0,Petrol,81594,2,Telangana,0,11,7417.636363636364
Mahindra,Thar,W4,SUV,0,Petrol,108311,2,Delhi,1,12,9025.916666666666
Maruti Suzuki,Swift,V,Sedan,0,Petrol,98609,1,Maharashtra,0,3,32869.666666666664
Hyundai,Venue,SX,SUV,0,Petrol,88905,2,Maharashtra,0,4,22226.25
Toyota,Innova,E,MPV,0,Diesel,139506,3,Maharashtra,0,21,6643.142857142857
Hyundai,Grand i10,Asta,Hatchback,0,Diesel,146580,2,Tamil Nadu,0,12,12215.0
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,91973,2,Karnataka,0,5,18394.6
Toyota,Fortuner,ZX,SUV,1,Diesel,80161,2,Uttar Pradesh,0,11,7287.363636363636
Hyundai,i20,Asta,Hatchback,0,CNG,69397,1,West Bengal,0,8,8674.625
Toyota,Etios,V,Sedan,0,Petrol,139767,2,Maharashtra,0,7,19966.714285714286
Tata,Harrier,XE,SUV,1,Diesel,47150,1,Tamil Nadu,0,6,7858.333333333333
Ford,Aspire,Ambiente,Sedan,0,Petrol,133841,1,Gujarat,0,10,13384.1
Maruti Suzuki,Ignis,Base,Hatchback,1,CNG,51059,2,Karnataka,0,9,5673.222222222223
Maruti Suzuki,Ertiga,Z,MPV,1,Petrol,130539,1,Rajasthan,0,4,32634.75
Tata,Harrier,XZA+,SUV,0,Petrol,159279,1,Maharashtra,0,3,53093.0
Tata,Tigor,XT,Sedan,0,CNG,67946,2,Karnataka,0,8,8493.25
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,152656,2,Delhi,1,20,7632.8
Mahindra,Bolero,W6,SUV,0,Petrol,143011,2,North East,0,23,6217.869565217391
Toyota,Glanza,V,Hatchback,0,Diesel,102466,1,Telangana,0,5,20493.2
Hyundai,Grand i10,SX(O),Hatchback,0,Diesel,43165,1,Delhi,0,13,3320.3846153846152
Audi,Q3,Premium Plus,Luxury,1,Petrol,34135,1,Karnataka,0,3,11378.333333333334
Maruti Suzuki,Ertiga,V,MPV,0,Diesel,54643,1,Karnataka,0,12,4553.583333333333
Maruti Suzuki,Alto,Z,Hatchback,0,CNG,115811,2,Delhi,0,24,4825.458333333333
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,92830,2,Delhi,0,7,13261.42857142857
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,124494,1,Delhi,0,10,12449.4
Maruti Suzuki,WagonR,ZX,Hatchback,1,Petrol,146269,2,Delhi,0,18,8126.055555555556
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,100131,3,Maharashtra,0,19,5270.0526315789475
Hyundai,i20,Base,Hatchback,0,Petrol,102693,1,Rajasthan,0,8,12836.625
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,121891,2,West Bengal,0,5,24378.2
Maruti Suzuki,S-Presso,L,Hatchback,1,Petrol,141392,2,Delhi,0,5,28278.4
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,31123,1,Delhi,0,11,2829.3636363636365
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,125639,1,Tamil Nadu,0,3,41879.666666666664
Ford,Aspire,Titanium+,Sedan,0,CNG,33607,1,Delhi,0,11,3055.181818181818
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,166111,2,West Bengal,0,16,10381.9375
Toyota,Innova,G+,MPV,1,Diesel,68524,1,Haryana,0,18,3806.8888888888887
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,125559,2,Karnataka,0,18,6975.5
Toyota,Etios,G,Sedan,0,Petrol,150558,2,West Bengal,0,7,21508.285714285714
Toyota,Glanza,G,Hatchback,0,Petrol,80280,1,Delhi,0,7,11468.57142857143
Tata,Harrier,XZA,SUV,0,Petrol,117041,2,Andhra Pradesh,0,6,19506.833333333332
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,153824,2,Maharashtra,0,10,15382.4
Hyundai,Creta,SX(O),SUV,1,Diesel,72841,1,Kerala,0,8,9105.125
Tata,Altroz,XE,Hatchback,0,Petrol,122047,1,Maharashtra,0,5,24409.4
Maruti Suzuki,Celerio,Base,Hatchback,0,Electric,118959,2,Gujarat,0,11,10814.454545454546
Toyota,Innova,V,MPV,1,Petrol,60768,1,Delhi,0,12,5064.0
Maruti Suzuki,S-Presso,ZX,Hatchback,0,CNG,98170,2,Rajasthan,0,3,32723.333333333332
Renault,Kwid,RXL,Hatchback,0,Diesel,121435,1,Andhra Pradesh,0,4,30358.75
Hyundai,i20,SX,Hatchback,0,Petrol,31404,2,Maharashtra,0,15,2093.6
Maruti Suzuki,Celerio,L,Hatchback,0,CNG,93189,1,Tamil Nadu,1,4,23297.25
Mahindra,XUV500,W8(O),SUV,0,Petrol,108989,1,Delhi,0,5,21797.8
Nissan,Sunny,XE,Sedan,0,Petrol,65545,1,West Bengal,0,14,4681.785714285715
Honda,Jazz,VX,Sedan,0,Petrol,109550,1,Telangana,0,7,15650.0
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,174652,3,West Bengal,0,18,9702.888888888889
Tata,Nexon,XZ,SUV,0,Petrol,130826,1,Maharashtra,0,4,32706.5
Maruti Suzuki,Dzire,Base,Sedan,1,Petrol,154549,1,Karnataka,0,4,38637.25
Maruti Suzuki,Dzire,V,Sedan,1,Petrol,99445,1,Gujarat,0,4,24861.25
Volkswagen,Taigun,Highline,SUV,0,Petrol,17770,1,Gujarat,0,4,4442.5
Mahindra,XUV500,AX7,SUV,0,CNG,19627,1,Karnataka,0,5,3925.4
Honda,City,VX,Sedan,0,Petrol,18737,1,Rajasthan,0,17,1102.1764705882354
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,56801,1,Telangana,0,4,14200.25
Hyundai,Grand i10,SX,Hatchback,0,CNG,77209,2,Telangana,0,7,11029.857142857143
Maruti Suzuki,S-Presso,Base,Hatchback,0,Petrol,149896,1,Delhi,0,6,24982.666666666668
Hyundai,i20,Era,Hatchback,0,Petrol,164867,2,Kerala,0,5,32973.4
Mahindra,XUV500,AX5,SUV,0,Diesel,103877,3,Karnataka,1,13,7990.538461538462
Hyundai,i20,Sportz,Hatchback,1,Petrol,54072,1,Maharashtra,0,5,10814.4
Maruti Suzuki,Celerio,Base,Hatchback,0,Diesel,123044,1,Delhi,0,9,13671.555555555555
Maruti Suzuki,Dzire,L,Sedan,1,Diesel,30252,1,Maharashtra,0,5,6050.4
Toyota,Urban Cruiser,V,SUV,0,Petrol,163908,1,Delhi,0,6,27318.0
Toyota,Etios,G+,Sedan,0,Petrol,158991,2,Maharashtra,0,7,22713.0
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,46546,1,Gujarat,0,6,7757.666666666667
Mahindra,XUV500,W8,SUV,0,Diesel,160187,1,North East,0,5,32037.4
